##############################################################################################
#                         CosmicWatch: The Desktop Muon Detector v2.1
#                                  Questions? saxani@udel.edu
#                                     Detector Name: AxLab                                     
# Event  Time[s]  Coincident[bool]  ADC[0-4095]  SiPM[mV]  Deadtime[s]  Temp[C]  Pressure[Pa]
#############################################################################################
1	0.145739	0	283	20.1	0.000061	26.0	102185
2	0.231183	0	1108	93.8	0.000315	26.0	102185
3	0.298614	0	642	52.5	0.000518	26.0	102185
4	0.358878	0	682	55.9	0.000704	26.0	102185
5	0.452984	0	577	46.7	0.000891	26.0	102185
6	0.867476	0	166	8.8	0.001089	26.0	102181
7	0.929571	0	147	6.9	0.001271	26.0	102181
8	1.578194	0	156	7.8	0.001454	26.0	102181
9	1.704775	0	1748	146.8	0.001644	26.0	102181
10	1.718005	0	1110	94.0	0.001841	26.0	102181
11	1.863063	0	427	32.8	0.002010	26.0	102181
12	2.217096	0	306	22.1	0.002207	26.0	102181
13	2.376136	0	360	26.8	0.002400	26.0	102181
14	2.555393	0	284	20.2	0.002591	26.0	102181
15	2.573014	0	338	24.8	0.002780	26.0	102181
16	2.798037	0	320	23.3	0.002973	26.0	102181
17	3.001638	0	170	9.2	0.003161	26.0	102181
18	3.294307	0	332	24.3	0.003345	26.0	102181
19	3.561412	0	160	8.2	0.003535	26.0	102181
20	3.922326	0	368	27.5	0.003725	26.0	102181
21	4.233874	0	464	36.1	0.003912	26.0	102181
22	4.495983	0	788	65.4	0.004122	26.0	102181
23	4.790314	0	408	31.0	0.004329	26.0	102181
24	4.916580	0	161	8.3	0.004586	26.0	102181
25	4.920515	0	443	34.2	0.004793	26.0	102181
26	5.258228	0	153	7.5	0.004963	26.0	102181
27	5.786505	0	305	22.0	0.005150	26.0	102181
28	6.213680	0	898	75.7	0.005341	26.0	102181
29	6.460996	0	245	16.6	0.005531	26.0	102181
30	6.803843	0	163	8.5	0.005739	26.0	102181
31	7.005571	0	281	19.9	0.005935	26.0	102181
32	7.414501	0	448	34.7	0.006121	26.0	102181
